survey_title,Acropora.Arborescent.Staghorn,Acropora.Bottlebrush,Acropora.Branching.Other,Acropora.corymbose.other,Acropora.digitate,Acropora.millepora,Acropora.table,Acropora.tenuis,Anemone,Articulate.Clacareous,Astreopora,Canopy.forming,Clams,Columnar,Coralline.Algae,COT,Diploastrea,Echinopora,Encrusting,Feather.stars,Fire.Coral.Encrusting,Fire.Coral.Massive,Flower.like.Massive,Foliose.Lettuce.like.other.,Foliose.Plate.like.other.,Fundiidae.free.living,Goniastrea,Laminate,Leptoria,Lobophyllia,Marker.Dumbbells,Marker.Sphere.Tree,Massive.other,Mix.algea.sediment,Mix.algea_sponge,Mobile.other,Montipora,Other.Alga,other.Branching.Non.acropora.Arborescent,other.Branching.Non.acropora.Coarse,other.Branching.Non.acropora.fine,Pachyseris,Platygyra,Pocillopora.acuta,Pocillopora.damicornis,Pocillopora.eydouxi,Pocillopora.other,Pocillopora.verrucosa,Porites.massive,Rubble.Consolidate,Rubble.loose,Sand,Sea.cucumber,Seriatopora.hystrix,Sheet.like.membraneous,Soft.Coral.Branching,Soft.coral.Fan,Soft.coral.Massive,Soft.coral.organ.pipe,Soft.coral.other,Soft.coral.Whip,Sponge.Crust,Sponge.Erect,Sponge.hollow,Sponge.Massive,Sponge.Other,Starfish.,Stylophora.pistillata,Turf,Unidentifiable,Water,Zoanthid,date.(UTC),year,reef,reef_pooled,site,habitat,zone,site_latitude,site_longitude,plot,cluster,survey_id,site_id,date
CBLM_LA1S_P1_202305_42,2.43902439,0.0,0.048780488,0.243902439,0.048780488,0,0.195121951,0,0.097560976,0.0,0.0,0.146341463,0.0,0.0,3.609756098,0,0.0,0.097560976,3.951219512,0.0,0,0.0,0.292682927,0.87804878,0.243902439,0.292682927,0.0,0.048780488,0.0,0.292682927,0.341463415,0.585365854,0.341463415,0,0,0.146341463,3.12195122,0.0,0.048780488,5.317073171,0,0.146341463,0.0,0.0,0.0,0.0,0.0,0.097560976,0.780487805,0.0,3.365853659,6.731707317,0.0,0.585365854,0.048780488,0.731707317,0.195121951,2.146341463,0.0,0.048780488,0.0,0.097560976,0.195121951,0.0,0.048780488,0.0,0,0.731707317,61.02439024,0.097560976,0.0,0.097560976,2023-05-01T10:00:00+0000,2023,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,1,CB,86261,17886,202305
CBLM_LA1S_P2_202105_42,8.162162162,0.054054054,0.162162162,0.432432432,0.0,0,0.486486486,0,0.0,0.0,0.108108108,0.108108108,0.054054054,0.0,3.081081081,0,0.054054054,0.27027027,3.081081081,0.0,0,0.0,0.27027027,0.108108108,0.054054054,0.054054054,0.054054054,0.378378378,0.054054054,0.108108108,0.432432432,0.810810811,0.702702703,0,0,0.054054054,1.297297297,0.0,0.108108108,2.378378378,0,0.0,0.108108108,0.0,0.108108108,0.0,0.0,0.054054054,0.486486486,0.162162162,3.351351351,4.054054054,0.054054054,1.243243243,0.0,0.162162162,0.0,0.594594595,0.0,0.0,0.0,0.108108108,0.054054054,0.0,0.108108108,0.0,0,0.0,66.32432432,0.108108108,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,2,CB,84139,17886,202105
CBLM_LA1S_P2_202105_42,8.162162162,0.054054054,0.162162162,0.432432432,0.0,0,0.486486486,0,0.0,0.0,0.108108108,0.108108108,0.054054054,0.0,3.081081081,0,0.054054054,0.27027027,3.081081081,0.0,0,0.0,0.27027027,0.108108108,0.054054054,0.054054054,0.054054054,0.378378378,0.054054054,0.108108108,0.432432432,0.810810811,0.702702703,0,0,0.054054054,1.297297297,0.0,0.108108108,2.378378378,0,0.0,0.108108108,0.0,0.108108108,0.0,0.0,0.054054054,0.486486486,0.162162162,3.351351351,4.054054054,0.054054054,1.243243243,0.0,0.162162162,0.0,0.594594595,0.0,0.0,0.0,0.108108108,0.054054054,0.0,0.108108108,0.0,0,0.0,66.32432432,0.108108108,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,2,CB,84139,17886,202105
CBLM_LA1S_P2_202205_42,6.634146341,0.0,0.048780488,0.390243902,0.048780488,0,0.048780488,0,0.0,0.292682927,0.097560976,0.097560976,0.146341463,0.0,0.975609756,0,0.0,0.048780488,2.585365854,0.0,0,0.0,0.243902439,0.048780488,0.341463415,0.0,0.43902439,0.146341463,0.048780488,0.243902439,0.146341463,0.292682927,0.975609756,0,0,0.048780488,1.512195122,0.0,0.097560976,5.414634146,0,0.048780488,0.0,0.0,0.0,0.0,0.0,0.0,0.585365854,0.195121951,5.609756098,3.707317073,0.048780488,0.926829268,0.0,0.682926829,0.0,0.43902439,0.0,0.097560976,0.0,0.0,0.195121951,0.0,0.048780488,0.0,0,0.097560976,65.85365854,0.048780488,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,2,CB,84917,17886,202205
CBLM_LA1S_P2_202305_42,9.428571429,0.047619048,0.047619048,0.619047619,0.0,0,0.238095238,0,0.0,0.0,0.0,0.285714286,0.0,0.0,2.571428571,0,0.0,0.238095238,2.80952381,0.047619048,0,0.0,0.523809524,0.428571429,0.333333333,0.0,0.047619048,0.047619048,0.0,0.19047619,0.333333333,0.0,1.238095238,0,0,0.0,1.857142857,0.0,0.238095238,6.333333333,0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.19047619,0.238095238,0.238095238,8.904761905,7.523809524,0.0,0.428571429,0.0,0.904761905,0.0,0.904761905,0.0,0.142857143,0.047619048,0.0,0.0,0.047619048,0.095238095,0.0,0,0.285714286,51.95238095,0.0,0.095238095,0.0,2023-05-01T10:00:00+0000,2023,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,2,CB,86262,17886,202305
CBLM_LA1S_P3_202105_42,1.0,0.055555556,0.055555556,0.222222222,0.0,0,0.111111111,0,0.0,0.111111111,0.111111111,0.0,0.055555556,0.333333333,5.777777778,0,0.055555556,0.166666667,3.055555556,0.0,0,0.0,0.0,0.666666667,0.388888889,0.0,0.0,0.055555556,0.0,0.166666667,0.333333333,0.333333333,0.055555556,0,0,0.111111111,0.277777778,0.0,0.444444444,13.11111111,0,0.055555556,0.0,0.0,0.055555556,0.0,0.0,0.0,2.555555556,0.0,2.888888889,2.611111111,0.0,0.833333333,0.0,0.333333333,0.0,2.833333333,0.0,0.111111111,0.055555556,0.055555556,0.111111111,0.0,0.111111111,0.0,0,0.666666667,59.5,0.111111111,0.0,0.055555556,2021-05-01T10:00:00+0000,2021,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,3,CB,84140,17886,202105
CBLM_LA1S_P3_202205_42,0.666666667,0.047619048,0.0,0.428571429,0.095238095,0,0.0,0,0.0,0.047619048,0.095238095,0.0,0.0,0.0,0.857142857,0,0.0,0.19047619,2.19047619,0.0,0,0.0,0.047619048,0.380952381,0.19047619,0.142857143,0.19047619,0.142857143,0.095238095,0.142857143,0.952380952,0.285714286,0.142857143,0,0,0.047619048,0.19047619,0.0,0.714285714,23.52380952,0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.047619048,1.523809524,0.0,2.80952381,4.761904762,0.0,0.857142857,0.0,0.142857143,0.047619048,5.666666667,0.0,0.095238095,0.047619048,0.095238095,0.238095238,0.0,0.0,0.0,0,0.904761905,50.80952381,0.0,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,3,CB,84918,17886,202205
CBLM_LA1S_P3_202305_42,1.285714286,0.047619048,0.047619048,0.428571429,0.380952381,0,0.095238095,0,0.0,0.047619048,0.19047619,0.047619048,0.0,0.238095238,5.19047619,0,0.095238095,0.428571429,2.333333333,0.0,0,0.0,0.095238095,2.095238095,1.19047619,0.047619048,0.047619048,0.380952381,0.095238095,0.19047619,0.476190476,0.333333333,0.333333333,0,0,0.047619048,1.428571429,0.0,0.19047619,23.28571429,0,0.047619048,0.095238095,0.0,0.0,0.095238095,0.0,0.047619048,1.142857143,0.095238095,1.523809524,6.0,0.0,0.380952381,0.0,0.19047619,0.047619048,6.047619048,0.0,0.0,0.0,0.142857143,0.142857143,0.0,0.142857143,0.0,0,1.571428571,40.95238095,0.19047619,0.047619048,0.0,2023-05-01T10:00:00+0000,2023,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,3,CB,86263,17886,202305
CBLM_LA1S_P4_202105_42,10.25641026,0.461538462,0.153846154,0.769230769,0.051282051,0,0.256410256,0,0.0,0.102564103,0.102564103,0.307692308,0.051282051,0.051282051,4.461538462,0,0.0,5.692307692,2.051282051,0.0,0,0.0,0.461538462,0.307692308,0.769230769,0.0,0.051282051,0.358974359,0.0,0.717948718,0.512820513,0.820512821,0.717948718,0,0,0.153846154,4.153846154,0.0,0.205128205,3.333333333,0,0.0,0.102564103,0.0,0.102564103,0.0,0.0,0.0,0.512820513,0.717948718,8.205128205,4.769230769,0.0,0.717948718,0.0,0.358974359,0.051282051,0.358974359,0.0,0.153846154,0.0,0.102564103,0.307692308,0.0,0.102564103,0.0,0,0.358974359,45.28205128,0.41025641,0.0,0.051282051,2021-05-01T10:00:00+0000,2021,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,4,CB,84141,17886,202105
CBLM_LA1S_P4_202205_42,9.571428571,0.095238095,0.238095238,0.380952381,0.0,0,0.047619048,0,0.0,0.095238095,0.047619048,0.047619048,0.047619048,0.0,1.19047619,0,0.0,3.428571429,0.952380952,0.0,0,0.0,0.19047619,0.333333333,0.571428571,0.0,0.0,0.285714286,0.047619048,0.285714286,0.523809524,0.285714286,0.095238095,0,0,0.142857143,3.476190476,0.0,0.238095238,5.714285714,0,0.047619048,0.0,0.0,0.047619048,0.0,0.0,0.095238095,0.285714286,0.428571429,8.952380952,9.761904762,0.0,0.380952381,0.0,0.333333333,0.0,0.523809524,0.0,0.0,0.0,0.0,0.285714286,0.0,0.0,0.0,0,0.047619048,50.33333333,0.142857143,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,4,CB,84919,17886,202205
CBLM_LA1S_P4_202305_42,9.142857143,0.095238095,0.333333333,1.333333333,0.047619048,0,0.619047619,0,0.0,0.0,0.0,0.238095238,0.095238095,0.0,2.285714286,0,0.0,6.19047619,1.428571429,0.047619048,0,0.0,0.428571429,0.428571429,0.238095238,0.0,0.0,0.047619048,0.0,0.428571429,0.285714286,0.333333333,0.333333333,0,0,0.047619048,4.428571429,0.0,0.047619048,3.619047619,0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.142857143,0.19047619,1.19047619,12.04761905,11.85714286,0.0,0.380952381,0.047619048,0.619047619,0.19047619,1.380952381,0.0,0.0,0.0,0.095238095,0.0,0.0,0.047619048,0.0,0,0.095238095,39.04761905,0.0,0.0,0.0,2023-05-01T10:00:00+0000,2023,CBLM,CBLM,LA1,LA,S,-23.90703359,152.3924702,4,CB,86264,17886,202305
KEGK_BA1S_P1_202105_42,57.12195122,0.0,0.390243902,3.024390244,0.097560976,0,0.585365854,0,0.0,0.0,0.0,0.097560976,0.0,0.0,0.0,0,0.0,0.0,0.097560976,0.0,0,0.0,0.0,0.0,0.0,0.536585366,0.048780488,0.195121951,0.0,0.0,0.43902439,0.146341463,0.097560976,0,0,0.048780488,1.365853659,0.0,0.0,0.146341463,0,0.048780488,0.0,0.0,0.731707317,0.0,0.0,0.390243902,0.195121951,0.0,0.536585366,7.902439024,0.0,0.0,0.0,0.341463415,0.0,0.487804878,0.0,0.195121951,0.0,0.0,0.0,0.0,0.0,0.0,0,0.048780488,24.3902439,0.146341463,0.146341463,0.0,2021-05-01T10:00:00+0000,2021,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,1,KE,84142,17883,202105
KEGK_BA1S_P1_202205_42,58.0952381,0.0,0.142857143,2.523809524,0.047619048,0,0.047619048,0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.047619048,0.285714286,0.0,0.047619048,0.0,0.047619048,0.0,0.0,0.19047619,0.285714286,0.0,0,0,0.0,0.666666667,0.0,0.047619048,0.619047619,0,0.0,0.0,0.0,0.619047619,0.0,0.0,0.0,1.142857143,0.0,0.095238095,18.33333333,0.0,0.0,0.0,0.095238095,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.71428571,0.0,0.095238095,0.0,2022-05-01T10:00:00+0000,2022,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,1,KE,84920,17883,202205
KEGK_BA1S_P1_202305_42,56.04761905,0.19047619,0.047619048,2.095238095,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619,0.047619048,0.0,0,0,0.0,0.047619048,0.0,0.047619048,1.857142857,0,0.0,0.0,0.0,1.047619048,0.0,0.0,0.0,2.523809524,0.0,0.19047619,17.85714286,0.0,0.0,0.095238095,0.19047619,0.0,2.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.76190476,0.0,0.047619048,0.0,2023-05-01T10:00:00+0000,2023,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,1,KE,86265,17883,202305
KEGK_BA1S_P2_202105_42,59.04761905,0.285714286,0.095238095,2.238095238,0.0,0,0.666666667,0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.047619048,0,0.047619048,0.0,0.238095238,0.0,0,0.0,0.047619048,0.0,0.047619048,0.904761905,0.047619048,0.142857143,0.047619048,0.095238095,0.571428571,0.571428571,0.047619048,0,0,0.047619048,0.571428571,0.0,0.0,0.428571429,0,0.047619048,0.0,0.0,0.714285714,0.047619048,0.0,0.238095238,0.142857143,0.0,0.19047619,4.619047619,0.0,0.0,0.095238095,0.571428571,0.0,0.619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.38095238,0.0,0.0,0.0,2021-05-01T10:00:00+0000,2021,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,2,KE,84143,17883,202105
KEGK_BA1S_P2_202205_42,57.3,0.1,0.15,2.7,0.0,0,0.05,0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0,0.0,0.0,0.05,0.0,0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.45,0.2,0.0,0,0,0.0,0.9,0.0,0.0,1.35,0,0.05,0.0,0.0,1.65,0.0,0.0,0.0,1.95,0.0,0.45,15.05,0.0,0.0,0.15,0.65,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.7,0.0,0.0,0.0,2022-05-01T10:00:00+0000,2022,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,2,KE,84921,17883,202205
KEGK_BA1S_P2_202305_42,62.68421053,0.473684211,0.210526316,1.631578947,0.0,0,0.263157895,0,0.0,0.0,0.0,0.052631579,0.105263158,0.0,0.0,0,0.052631579,0.0,0.0,0.0,0,0.0,0.105263158,0.105263158,0.105263158,0.368421053,0.052631579,0.0,0.0,0.0,0.052631579,0.052631579,0.0,0,0,0.0,1.157894737,0.0,0.0,0.736842105,0,0.0,0.0,0.0,0.631578947,0.0,0.0,0.0,2.842105263,0.0,0.105263158,7.052631579,0.0,0.0,0.0,0.368421053,0.0,3.315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.31578947,0.105263158,0.052631579,0.0,2023-05-01T10:00:00+0000,2023,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,2,KE,86266,17883,202305
KEGK_BA1S_P3_202105_42,67.23809524,0.476190476,0.19047619,3.095238095,0.0,0,1.19047619,0,0.0,0.0,0.0,0.238095238,0.0,0.0,0.047619048,0,0.0,0.142857143,0.047619048,0.0,0,0.0,0.19047619,0.095238095,0.0,0.523809524,0.047619048,0.0,0.0,0.0,0.80952381,0.238095238,0.0,0,0,0.0,0.285714286,0.0,0.0,0.666666667,0,0.142857143,0.0,0.0,1.0,0.0,0.0,0.095238095,0.19047619,0.0,0.095238095,4.761904762,0.0,0.0,0.0,1.047619048,0.047619048,0.571428571,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0,0.142857143,16.23809524,0.0,0.095238095,0.0,2021-05-01T10:00:00+0000,2021,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,3,KE,84144,17883,202105
KEGK_BA1S_P3_202205_42,62.42857143,0.095238095,0.095238095,2.714285714,0.0,0,0.0,0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0,0.0,0.0,0.047619048,0.0,0,0.0,0.0,0.095238095,0.0,0.19047619,0.0,0.0,0.0,0.0,0.571428571,0.285714286,0.0,0,0,0.0,0.047619048,0.0,0.047619048,0.80952381,0,0.047619048,0.047619048,0.0,1.0,0.0,0.0,0.0,0.904761905,0.0,0.095238095,15.85714286,0.0,0.0,0.047619048,1.19047619,0.0,1.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.9047619,0.0,0.0,0.0,2022-05-01T10:00:00+0000,2022,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,3,KE,84922,17883,202205
KEGK_BA1S_P3_202305_42,65.19047619,0.19047619,0.095238095,3.047619048,0.0,0,0.047619048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.047619048,0.142857143,0.0,0.0,0.0,0.0,0.142857143,0.142857143,0.0,0,0,0.0,0.095238095,0.0,0.0,0.952380952,0,0.0,0.0,0.0,0.714285714,0.0,0.0,0.0,1.80952381,0.0,0.047619048,13.52380952,0.0,0.0,0.0,0.857142857,0.0,2.142857143,0.0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0,0.0,10.71428571,0.0,0.047619048,0.0,2023-05-01T10:00:00+0000,2023,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,3,KE,86267,17883,202305
KEGK_BA1S_P4_202105_42,51.41463415,0.585365854,0.390243902,7.951219512,0.0,0,0.292682927,0,0.0,0.0,0.0,0.243902439,0.0,0.0,0.0,0,0.0,0.0,0.390243902,0.0,0,0.0,0.146341463,0.097560976,0.048780488,0.0,0.0,0.0,0.0,0.097560976,0.487804878,0.0,0.097560976,0,0,0.0,0.731707317,0.0,0.0,0.780487805,0,0.0,0.0,0.0,1.365853659,0.0,0.0,0.146341463,0.634146341,0.0,0.243902439,5.902439024,0.0,0.0,0.097560976,0.585365854,0.097560976,0.487804878,0.0,0.0,0.0,0.048780488,0.0,0.0,0.0,0.0,0,0.048780488,26.48780488,0.048780488,0.0,0.048780488,2021-05-01T10:00:00+0000,2021,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,4,KE,84145,17883,202105
KEGK_BA1S_P4_202205_42,53.52380952,1.047619048,0.19047619,12.33333333,0.047619048,0,0.80952381,0,0.0,0.0,0.0,0.19047619,0.0,0.0,0.0,0,0.047619048,0.0,0.19047619,0.0,0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.095238095,0.333333333,0.047619048,0.0,0,0,0.047619048,0.666666667,0.0,0.0,1.0,0,0.0,0.285714286,0.0,1.523809524,0.0,0.0,0.142857143,1.380952381,0.0,0.428571429,8.761904762,0.0,0.0,0.047619048,0.761904762,0.0,0.666666667,0.0,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0,0.047619048,15.14285714,0.0,0.0,0.0,2022-05-01T10:00:00+0000,2022,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,4,KE,84923,17883,202205
KEGK_BA1S_P4_202305_42,50.0952381,0.0,0.19047619,6.19047619,0.0,0,1.19047619,0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.0,0,0.142857143,0.0,0.476190476,0.0,0,0.0,0.0,0.095238095,0.238095238,0.0,0.0,0.0,0.0,0.047619048,0.380952381,0.0,0.0,0,0,0.142857143,0.571428571,0.0,0.0,0.476190476,0,0.0,0.095238095,0.0,0.428571429,0.0,0.0,0.0,1.857142857,0.0,0.0,11.42857143,0.0,0.0,0.047619048,0.619047619,0.0,1.571428571,0.0,0.0,0.095238095,0.0,0.0,0.0,0.0,0.0,0,0.0,21.66666667,0.047619048,1.80952381,0.0,2023-05-01T10:00:00+0000,2023,KEGK,KE,BA1,BA,S,-23.17716568,150.9601189,4,KE,86268,17883,202305
KEHW_BA1S_P1_202105_42,10.33333333,0.142857143,0.333333333,4.19047619,0.0,0,0.761904762,0,0.0,0.0,0.0,0.714285714,0.0,0.0,0.142857143,0,0.0,0.333333333,0.142857143,0.0,0,0.0,0.095238095,0.142857143,0.095238095,2.666666667,0.047619048,26.9047619,0.0,0.19047619,0.285714286,0.19047619,0.095238095,0,0,0.0,9.095238095,0.0,0.142857143,0.285714286,0,0.285714286,0.047619048,0.0,1.095238095,0.0,0.0,0.047619048,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.476190476,0.0,0.0,0.0,0.047619048,0.0,0.0,0.047619048,0.0,0,0.095238095,40.23809524,0.047619048,0.0,0.047619048,2021-05-01T10:00:00+0000,2021,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,1,KE,84146,17884,202105
KEHW_BA1S_P1_202205_42,15.0952381,0.285714286,0.142857143,2.285714286,0.047619048,0,0.142857143,0,0.0,0.0,0.0,0.476190476,0.0,0.0,0.142857143,0,0.047619048,0.0,0.238095238,0.0,0,0.0,0.047619048,0.095238095,0.0,1.333333333,0.047619048,0.476190476,0.047619048,0.047619048,0.80952381,0.714285714,0.0,0,0,0.095238095,9.714285714,0.0,0.047619048,0.619047619,0,0.333333333,0.0,0.0,1.285714286,0.0,0.0,0.047619048,0.619047619,0.0,0.0,0.0,0.047619048,0.0,0.285714286,0.380952381,0.0,1.285714286,0.0,0.0,0.0,0.095238095,0.0,0.0,0.0,0.0,0,0.0,62.57142857,0.0,0.047619048,0.0,2022-05-01T10:00:00+0000,2022,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,1,KE,84924,17884,202205
KEHW_BA1S_P1_202305_42,21.9047619,0.333333333,0.047619048,2.714285714,0.0,0,0.571428571,0,0.0,0.0,0.0,0.428571429,0.0,0.0,0.0,0,0.0,0.095238095,0.285714286,0.0,0,0.0,0.0,0.095238095,0.142857143,1.571428571,0.047619048,0.714285714,0.0,0.047619048,0.142857143,0.047619048,0.0,0,0,0.142857143,10.95238095,0.0,0.0,1.142857143,0,0.476190476,0.0,0.0,0.904761905,0.0,0.0,0.0,1.142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.142857143,0.0,1.238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.047619048,53.61904762,0.0,0.0,0.0,2023-05-01T10:00:00+0000,2023,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,1,KE,86269,17884,202305
KEHW_BA1S_P2_202105_42,8.80952381,0.19047619,0.142857143,8.19047619,0.380952381,0,0.761904762,0,0.0,0.0,0.0,0.428571429,0.0,0.0,0.142857143,0,0.0,0.285714286,0.476190476,0.0,0,0.0,0.0,0.904761905,0.142857143,3.19047619,0.047619048,22.19047619,0.0,0.047619048,0.476190476,0.619047619,0.0,0,0,0.142857143,10.95238095,0.0,0.19047619,0.333333333,0,0.285714286,0.095238095,0.047619048,1.095238095,0.047619048,0.0,0.095238095,0.047619048,0.0,0.047619048,0.047619048,0.0,0.095238095,0.047619048,0.095238095,0.0,0.142857143,0.0,0.095238095,0.0,0.142857143,0.047619048,0.095238095,0.0,0.0,0,0.333333333,38.0,0.047619048,0.0,0.0,2021-05-01T10:00:00+0000,2021,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,2,KE,84147,17884,202105
KEHW_BA1S_P2_202205_42,16.0,0.292682927,0.487804878,7.756097561,0.341463415,0,0.585365854,0,0.0,0.0,0.0,0.43902439,0.0,0.0,0.243902439,0,0.146341463,0.048780488,0.048780488,0.0,0,0.0,0.048780488,0.292682927,0.097560976,1.268292683,0.0,0.195121951,0.0,0.0,0.634146341,0.097560976,0.0,0,0,0.146341463,10.0,0.0,0.0,0.829268293,0,1.12195122,0.0,0.0,2.097560976,0.0,0.0,0.048780488,1.512195122,0.0,0.048780488,0.097560976,0.0,0.048780488,0.0,0.780487805,0.0,1.317073171,0.0,0.048780488,0.0,0.0,0.146341463,0.0,0.048780488,0.0,0,0.0,52.29268293,0.0,0.390243902,0.0,2022-05-01T10:00:00+0000,2022,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,2,KE,84925,17884,202205
KEHW_BA1S_P2_202305_42,26.0,0.19047619,0.047619048,9.380952381,0.333333333,0,0.19047619,0,0.0,0.0,0.0,0.380952381,0.0,0.0,0.047619048,0,0.095238095,0.0,0.666666667,0.0,0,0.0,0.238095238,0.142857143,0.333333333,2.571428571,0.0,0.619047619,0.0,0.047619048,0.238095238,0.047619048,0.0,0,0,0.095238095,12.38095238,0.0,0.238095238,1.380952381,0,0.428571429,0.0,0.0,1.80952381,0.0,0.0,0.0,0.857142857,0.0,0.0,0.0,0.0,0.0,0.047619048,0.476190476,0.0,1.476190476,0.0,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.0,0.0,0,0.0,38.9047619,0.0,0.047619048,0.0,2023-05-01T10:00:00+0000,2023,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,2,KE,86270,17884,202305
KEHW_BA1S_P3_202105_42,17.78378378,0.216216216,0.486486486,5.513513514,0.054054054,0,0.702702703,0,0.0,0.0,0.0,0.216216216,0.0,0.0,0.0,0,0.0,0.378378378,0.378378378,0.0,0,0.0,0.0,0.27027027,0.0,4.27027027,0.0,15.51351351,0.0,0.162162162,0.432432432,0.162162162,0.0,0,0,0.108108108,14.43243243,0.0,0.162162162,0.162162162,0,0.324324324,0.0,0.0,2.810810811,0.0,0.0,0.108108108,0.054054054,0.0,0.054054054,0.0,0.0,0.0,0.0,0.054054054,0.0,0.324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.054054054,34.81081081,0.0,0.0,0.0,2021-05-01T10:00:00+0000,2021,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,3,KE,84148,17884,202105
KEHW_BA1S_P3_202205_42,25.42857143,0.0,0.095238095,2.714285714,0.0,0,0.523809524,0,0.0,0.047619048,0.0,0.523809524,0.0,0.0,0.0,0,0.047619048,0.0,0.19047619,0.0,0,0.0,0.047619048,0.619047619,0.047619048,3.428571429,0.0,0.380952381,0.095238095,0.0,0.857142857,0.333333333,0.0,0,0,0.285714286,10.85714286,0.0,0.0,0.904761905,0,0.761904762,0.0,0.0,1.714285714,0.0,0.0,0.047619048,1.428571429,0.0,0.0,0.0,0.047619048,0.0,0.047619048,0.619047619,0.047619048,2.0,0.0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0,0.047619048,45.71428571,0.047619048,0.0,0.0,2022-05-01T10:00:00+0000,2022,KEHW,KE,BA1,BA,S,-23.19925683,150.9705902,3,KE,84926,17884,202205
