survey_title,Acropora.Arborescent.Staghorn,Acropora.Branching.Other,Acropora.corymbose,Acropora.digitate,Acropora.tab,Other,Articulate.Clacareous,Massive,Canopy.forming,Columnar,Coralline.Algae,Foliose.Plate.like,Encrusting,FireCoral,Foliose.Lettuce.like,Freeliving,Laminate,Abiotic,Mix.algea.sediment,Mix.algea_sponge,Other.Alga,other.Branching.Non.acropora,Pocillopora,Seriatopora.hystrix,Sheet.like.membraneous,Soft.Coral.Branching,Soft.coral.Fan,Soft.coral.Massive,Soft.coral.organ.pipe,Soft.coral.other,Soft.coral.Whip,Sponge.Crust,Sponge.Erect,Sponge.hollow,Sponge.Massive,Sponge.Other,Stylophora.pistillata,Turf,date.(UTC),year,reef,reef_pooled,site,habitat,zone,site_latitude,site_longitude,plot,cluster,survey_id,site_id,date
OCDA_BA1S_P1_202301_42,5.80952381,0.476190476,1.285714286,0.523809524,2.666666667,0.857142857,0.095238095,3.952380952,0.0,0.047619048,0.380952381,0.571428571,1.285714286,0.0,0.0,0.047619048,0.0,6.666666667,0,0,0.0,0.285714286,0.857142857,0.142857143,0.0,0.380952381,0.047619048,1.428571429,0.0,0.0,0.0,0.095238095,0.142857143,0.0,0.0,0.0,0.428571429,71.52380952,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,1,OC,86301,17881,202301
OCDA_BA1S_P1_202401_42,7.965552178,1.062916842,2.174856467,0.666666667,5.571428571,1.351840115,0.047619048,5.346131512,0.0,0.0,0.907801418,0.288753799,1.53069323,0.0,0.0,0.142857143,0.0,4.339440891,0,0,0.0,0.238095238,0.715257532,0.142857143,0.0,0.291005291,0.0,0.626227919,0.0,0.0,0.0,0.047619048,0.142857143,0.0,0.0,0.0,0.33531746,66.06420534,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,1,OC,90024,17881,202401
OCDA_BA1S_P2_202101_42,2.882352941,0.588235294,1.352941176,0.058823529,6.117647059,0.470588235,0.058823529,8.529411765,0.176470588,0.0,1.058823529,1.352941176,3.941176471,0.0,0.058823529,0.058823529,0.058823529,5.058823529,0,0,0.0,0.117647059,1.588235294,0.058823529,0.0,0.529411765,0.117647059,2.0,0.0,0.235294118,0.0,0.294117647,0.352941176,0.0,0.176470588,0.0,0.647058824,62.05882353,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,2,OC,84182,17881,202101
OCDA_BA1S_P2_202201_42,7.513513514,1.675675676,4.540540541,0.486486486,5.621621622,0.918918919,0.108108108,8.0,0.0,0.0,0.594594595,0.918918919,3.567567568,0.0,0.0,0.0,0.0,2.702702703,0,0,0.054054054,0.324324324,1.459459459,0.162162162,0.162162162,1.081081081,0.108108108,1.945945946,0.0,0.0,0.054054054,0.054054054,0.108108108,0.0,0.054054054,0.0,0.864864865,56.91891892,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,2,OC,84957,17881,202201
OCDA_BA1S_P2_202301_42,6.619047619,0.666666667,1.904761905,0.428571429,10.19047619,0.238095238,0.19047619,8.571428571,0.0,0.0,0.80952381,0.80952381,0.904761905,0.0,0.047619048,0.0,0.0,7.761904762,0,0,0.0,0.238095238,0.857142857,0.761904762,0.047619048,0.285714286,0.047619048,1.428571429,0.0,0.19047619,0.047619048,0.0,0.285714286,0.047619048,0.0,0.0,0.285714286,56.33333333,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,2,OC,86302,17881,202301
OCDA_BA1S_P2_202401_42,5.000971817,1.001984127,2.169513458,0.238095238,7.574620428,0.523809524,0.142857143,5.062530809,0.099378882,0.0,1.146825397,0.763888889,1.722567288,0.0,0.047619048,0.142857143,0.238095238,2.913548753,0,0,0.0,0.333333333,1.863267771,1.096209913,0.0,1.051546809,0.047619048,0.910886818,0.0,0.095238095,0.0,0.049603175,0.0,0.0,0.0,0.0,0.142857143,65.62027471,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,2,OC,90025,17881,202401
OCDA_BA1S_P3_202101_42,9.388888889,0.833333333,6.055555556,0.111111111,5.777777778,0.611111111,0.222222222,11.27777778,0.222222222,0.055555556,2.0,1.111111111,2.611111111,0.0,0.055555556,0.166666667,0.222222222,2.611111111,0,0,0.0,0.222222222,2.222222222,0.111111111,0.055555556,0.777777778,0.055555556,2.222222222,0.0,0.5,0.0,0.166666667,0.0,0.0,0.277777778,0.0,0.833333333,49.22222222,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,3,OC,84183,17881,202101
OCDA_BA1S_P3_202201_42,6.585365854,1.073170732,3.707317073,0.536585366,10.43902439,0.292682927,0.146341463,9.707317073,0.097560976,0.0,0.926829268,1.756097561,2.487804878,0.0,0.243902439,0.048780488,0.243902439,2.975609756,0,0,0.0,0.634146341,1.658536585,0.146341463,0.0,0.682926829,0.097560976,2.048780488,0.0,0.146341463,0.0,0.097560976,0.048780488,0.0,0.0,0.0,0.097560976,53.07317073,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,3,OC,84958,17881,202201
OCDA_BA1S_P3_202301_42,4.904761905,1.095238095,2.904761905,0.380952381,7.095238095,0.19047619,0.095238095,10.80952381,0.285714286,0.047619048,1.952380952,2.142857143,2.761904762,0.0,0.095238095,0.142857143,0.0,2.19047619,0,0,0.0,1.0,1.380952381,0.095238095,0.142857143,0.952380952,0.0,2.19047619,0.0,0.142857143,0.047619048,0.142857143,0.047619048,0.047619048,0.142857143,0.0,0.142857143,56.42857143,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,3,OC,86303,17881,202301
OCDA_BA1S_P3_202401_42,6.973113188,0.788876293,2.320008257,0.058072009,2.926245305,0.90228062,0.416666667,13.41614831,0.048590865,0.0,1.716120389,0.910198053,2.219040296,0.0,0.0,0.206881533,0.146784904,1.207551708,0,0,0.0,0.418480235,2.654588768,0.050658561,0.227272727,1.055017136,0.0,1.041054883,0.0,0.0,0.052910053,0.164037246,0.148809524,0.0,0.210094139,0.0,0.211332761,59.50916557,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,3,OC,90026,17881,202401
OCDA_BA1S_P4_202101_42,3.588235294,0.235294118,1.882352941,0.0,0.647058824,1.235294118,0.058823529,7.529411765,0.0,0.0,3.058823529,1.117647059,7.294117647,0.0,0.117647059,0.058823529,0.705882353,1.529411765,0,0,0.0,0.705882353,0.411764706,0.0,0.058823529,0.294117647,0.117647059,1.764705882,0.0,0.0,0.0,1.058823529,0.117647059,0.0,0.235294118,0.0,0.352941176,65.82352941,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,4,OC,84184,17881,202101
OCDA_BA1S_P4_202201_42,7.128205128,0.820512821,3.230769231,0.205128205,3.179487179,0.564102564,0.41025641,7.794871795,0.153846154,0.051282051,2.307692308,1.538461538,5.128205128,0.0,0.0,0.0,0.051282051,2.307692308,0,0,0.0,0.923076923,1.743589744,0.102564103,0.615384615,1.076923077,0.0,1.692307692,0.0,0.153846154,0.051282051,0.153846154,0.153846154,0.102564103,0.256410256,0.0,0.871794872,57.23076923,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,4,OC,84959,17881,202201
OCDA_BA1S_P4_202301_42,5.619047619,0.19047619,0.666666667,0.095238095,0.380952381,0.523809524,0.238095238,8.476190476,0.0,0.0,0.80952381,0.952380952,5.476190476,0.0,0.142857143,0.047619048,0.0,2.666666667,0,0,0.0,1.047619048,1.666666667,0.047619048,0.0,0.666666667,0.047619048,1.523809524,0.0,0.095238095,0.047619048,0.238095238,0.095238095,0.0,0.095238095,0.0,0.047619048,68.0952381,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,4,OC,86304,17881,202301
OCDA_BA1S_P4_202401_42,7.493345333,0.25,0.552083333,0.05,0.653404344,1.355952317,0.439915966,10.80659122,0.15,0.0,0.974070054,1.431266609,3.306859236,0.0,0.05,0.05,0.108695652,2.488888889,0,0,0.0,1.010246841,0.952573526,0.05,0.15,0.879816127,0.0,0.790238244,0.0,0.05,0.119047619,0.15,0.125,0.0,0.05,0.0,0.427040816,65.08496388,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA1,BA,S,-18.81656398,147.6439099,4,OC,90027,17881,202401
OCDA_BA2D_P1_202101_42,0.41025641,0.307692308,0.153846154,0.0,0.102564103,0.564102564,0.051282051,5.897435897,0.051282051,0.153846154,1.282051282,0.512820513,4.871794872,0.0,0.051282051,0.205128205,0.102564103,10.56410256,0,0,0.0,0.666666667,0.461538462,0.205128205,0.102564103,1.025641026,0.102564103,1.58974359,0.0,0.0,0.0,0.307692308,0.666666667,0.0,0.051282051,0.0,1.179487179,68.35897436,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,1,OC,84185,17881,202101
OCDA_BA2D_P1_202301_42,0.238095238,0.380952381,0.714285714,0.047619048,0.095238095,0.238095238,0.047619048,4.666666667,0.142857143,0.0,0.0,0.666666667,2.142857143,0.0,0.0,0.666666667,0.0,8.904761905,0,0,0.0,0.380952381,0.666666667,0.761904762,0.0,1.095238095,0.285714286,0.952380952,0.047619048,0.047619048,0.0,0.142857143,0.380952381,0.0,0.095238095,0.0,1.142857143,75.04761905,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,1,OC,86305,17881,202301
OCDA_BA2D_P1_202401_42,0.714285714,0.476190476,1.285714286,0.0,0.0,0.380952381,0.0,4.80952381,0.0,0.0,0.095238095,1.380952381,2.380952381,0.0,0.0,0.761904762,0.0,4.380952381,0,0,0.0,0.619047619,0.666666667,0.238095238,0.095238095,1.80952381,0.761904762,1.285714286,0.0,0.142857143,0.0,0.047619048,0.095238095,0.0,0.095238095,0.0,0.238095238,77.23809524,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,1,OC,90028,17881,202401
OCDA_BA2D_P2_202101_42,0.8,0.457142857,0.571428571,0.114285714,0.114285714,0.742857143,0.0,8.057142857,0.057142857,0.057142857,0.685714286,0.971428571,6.8,0.0,0.228571429,0.514285714,0.057142857,7.085714286,0,0,0.0,2.0,0.685714286,0.114285714,0.4,0.571428571,0.057142857,1.428571429,0.057142857,0.171428571,0.0,0.057142857,0.971428571,0.0,0.114285714,0.0,1.371428571,64.68571429,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,2,OC,84186,17881,202101
OCDA_BA2D_P2_202201_42,2.5,0.25,1.95,0.1,0.15,0.5,0.0,4.55,0.0,0.05,1.4,0.85,3.25,0.0,0.0,0.1,0.0,4.55,0,0,0.0,1.45,0.45,0.35,0.15,0.7,0.0,0.85,0.0,0.15,0.0,0.1,0.55,0.0,0.1,0.0,1.35,73.6,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,2,OC,84960,17881,202201
OCDA_BA2D_P2_202301_42,3.0,0.095238095,1.19047619,0.047619048,0.0,0.761904762,0.19047619,2.857142857,0.095238095,0.0,0.428571429,1.666666667,2.19047619,0.0,0.047619048,0.19047619,0.0,4.380952381,0,0,0.0,1.142857143,0.380952381,0.666666667,0.047619048,0.904761905,0.285714286,1.19047619,0.0,0.047619048,0.047619048,0.095238095,0.380952381,0.047619048,0.095238095,0.0,0.476190476,77.04761905,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,2,OC,86306,17881,202301
OCDA_BA2D_P2_202401_42,4.571428571,1.238095238,1.952380952,0.095238095,0.380952381,0.476190476,0.095238095,4.238095238,0.047619048,0.0,1.047619048,1.19047619,2.333333333,0.0,0.285714286,0.285714286,0.0,4.476190476,0,0,0.0,1.19047619,0.666666667,0.428571429,0.095238095,2.238095238,0.333333333,0.80952381,0.0,0.047619048,0.19047619,0.238095238,0.571428571,0.0,0.047619048,0.0,1.142857143,69.28571429,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,2,OC,90029,17881,202401
OCDA_BA2D_P3_202101_42,2.733333333,0.533333333,0.4,0.066666667,0.0,0.4,0.0,4.133333333,0.0,0.0,2.066666667,1.2,3.0,0.0,0.0,0.133333333,0.333333333,10.13333333,0,0,0.0,0.2,0.266666667,0.6,0.0,0.333333333,0.066666667,1.533333333,0.0,0.0,0.0,0.0,1.0,0.066666667,0.066666667,0.0,0.733333333,70.0,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,3,OC,84187,17881,202101
OCDA_BA2D_P3_202201_42,1.846153846,0.564102564,0.769230769,0.102564103,0.051282051,0.564102564,0.153846154,4.871794872,0.0,0.051282051,0.871794872,0.717948718,2.512820513,0.0,0.0,0.051282051,0.0,2.615384615,0,0,0.0,0.564102564,0.666666667,0.666666667,0.051282051,0.461538462,0.0,0.923076923,0.0,0.0,0.0,0.102564103,1.025641026,0.0,0.0,0.0,0.564102564,79.23076923,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,3,OC,84961,17881,202201
OCDA_BA2D_P3_202301_42,1.80952381,0.80952381,1.0,0.095238095,0.0,0.285714286,0.19047619,4.238095238,0.0,0.095238095,0.619047619,1.0,2.857142857,0.0,0.047619048,0.19047619,0.0,4.285714286,0,0,0.0,0.380952381,0.476190476,0.428571429,0.095238095,0.476190476,0.0,1.333333333,0.0,0.047619048,0.0,0.0,1.095238095,0.0,0.095238095,0.0,0.380952381,77.66666667,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,3,OC,86307,17881,202301
OCDA_BA2D_P3_202401_42,3.219512195,0.341463415,0.682926829,0.0,0.048780488,0.195121951,0.048780488,3.804878049,0.43902439,0.0,0.146341463,1.463414634,2.195121951,0.0,0.0,0.048780488,0.048780488,4.195121951,0,0,0.0,0.43902439,1.219512195,0.146341463,0.097560976,2.43902439,0.390243902,1.609756098,0.0,0.0,0.0,0.0,0.390243902,0.0,0.0,0.0,0.243902439,76.14634146,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,3,OC,90030,17881,202401
OCDA_BA2D_P4_202101_42,0.3125,0.0625,0.375,0.125,0.25,0.9375,0.3125,6.1875,0.0625,0.0,0.9375,1.8125,4.5,0.0,0.0,0.0625,0.3125,7.5625,0,0,0.0,0.1875,0.8125,0.3125,0.5625,0.3125,0.1875,2.875,0.0,0.25,0.0,0.1875,1.1875,0.0625,0.0625,0.0,0.4375,68.75,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,4,OC,84188,17881,202101
OCDA_BA2D_P4_202201_42,0.421052632,0.315789474,0.473684211,0.052631579,0.263157895,1.052631579,1.473684211,5.263157895,0.315789474,0.0,4.789473684,1.526315789,5.736842105,0.0,0.210526316,0.105263158,0.0,2.052631579,0,0,0.0,0.157894737,0.526315789,0.526315789,1.421052632,1.052631579,0.0,2.736842105,0.0,0.368421053,0.0,0.105263158,0.842105263,0.0,0.157894737,0.0,0.263157895,67.78947368,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,4,OC,84962,17881,202201
OCDA_BA2D_P4_202301_42,0.380952381,0.142857143,0.19047619,0.0,0.19047619,0.619047619,0.619047619,4.714285714,0.333333333,0.0,1.095238095,3.80952381,3.80952381,0.0,0.0,0.095238095,0.0,2.619047619,0,0,0.0,0.380952381,0.333333333,0.142857143,0.238095238,0.714285714,0.047619048,1.857142857,0.0,0.142857143,0.095238095,0.19047619,0.904761905,0.095238095,0.0,0.0,0.095238095,76.14285714,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,4,OC,86308,17881,202301
OCDA_BA2D_P4_202401_42,0.571428571,0.380952381,0.523809524,0.047619048,0.047619048,1.095238095,1.333333333,4.619047619,0.333333333,0.047619048,1.523809524,2.904761905,4.619047619,0.0,0.047619048,0.095238095,0.0,3.19047619,0,0,0.0,0.619047619,0.666666667,0.19047619,0.380952381,1.571428571,0.285714286,1.285714286,0.0,0.142857143,0.095238095,0.285714286,0.476190476,0.095238095,0.142857143,0.0,0.095238095,72.28571429,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,D,-18.81656398,147.6439099,4,OC,90031,17881,202401
OCDA_BA2S_P1_202101_42,1.56097561,0.536585366,4.097560976,0.585365854,3.024390244,1.609756098,0.097560976,5.024390244,0.048780488,0.0,2.43902439,1.365853659,2.536585366,0.0,0.097560976,0.048780488,0.097560976,2.292682927,0,0,0.0,1.414634146,0.780487805,0.634146341,0.146341463,2.048780488,0.097560976,2.097560976,0.0,0.048780488,0.0,0.0,0.243902439,0.0,0.048780488,0.0,0.926829268,66.04878049,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,1,OC,84189,17881,202101
OCDA_BA2S_P1_202301_42,1.476190476,1.095238095,6.142857143,0.333333333,3.476190476,0.761904762,0.047619048,4.666666667,0.19047619,0.0,1.19047619,2.047619048,1.857142857,0.0,0.142857143,0.238095238,0.0,2.047619048,0,0,0.0,1.142857143,0.952380952,0.285714286,0.0,0.238095238,0.0,2.285714286,0.0,0.142857143,0.0,0.047619048,0.047619048,0.047619048,0.047619048,0.0,1.142857143,67.9047619,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,1,OC,86309,17881,202301
OCDA_BA2S_P1_202401_42,0.820995019,1.531850301,8.665310967,0.427437642,2.908083689,2.345958737,0.379960317,7.736691232,0.160934251,0.050658561,2.055678756,1.886140989,1.849879021,0.0,0.0,0.179626815,0.074404762,0.486959364,0,0,0.0,2.135809936,2.142318134,0.277418779,0.122100122,0.782801418,0.0,1.510998201,0.0,0.0,0.380952381,0.068027211,0.0,0.0,0.0,0.0,1.560659545,59.45834385,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,1,OC,90032,17881,202401
OCDA_BA2S_P2_202101_42,0.944444444,1.0,2.666666667,0.611111111,1.444444444,1.777777778,0.166666667,14.0,0.111111111,0.0,5.166666667,2.222222222,6.555555556,0.0,0.055555556,0.055555556,0.111111111,1.5,0,0,0.0,0.611111111,2.555555556,0.333333333,0.5,0.666666667,0.166666667,4.555555556,0.0,0.277777778,0.0,0.444444444,0.333333333,0.055555556,0.166666667,0.0,1.111111111,49.83333333,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,2,OC,84190,17881,202101
OCDA_BA2S_P2_202201_42,1.333333333,0.615384615,4.102564103,0.41025641,2.512820513,1.025641026,0.717948718,9.743589744,0.205128205,0.0,3.794871795,2.461538462,7.076923077,0.0,0.205128205,0.0,0.051282051,1.282051282,0,0,0.0,0.358974359,1.538461538,0.153846154,0.102564103,0.153846154,0.0,3.692307692,0.0,0.615384615,0.051282051,0.41025641,0.256410256,0.102564103,0.102564103,0.0,0.512820513,56.41025641,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,2,OC,84963,17881,202201
OCDA_BA2S_P2_202301_42,0.358974359,0.256410256,1.025641026,0.051282051,0.974358974,0.307692308,0.102564103,4.205128205,0.358974359,0.051282051,1.487179487,3.282051282,2.461538462,0.0,0.153846154,0.0,0.102564103,1.230769231,0,0,0.0,0.358974359,0.102564103,0.051282051,0.102564103,0.153846154,0.102564103,1.230769231,0.0,0.923076923,0.051282051,0.153846154,0.307692308,0.051282051,0.0,0.0,0.307692308,79.69230769,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,2,OC,86310,17881,202301
OCDA_BA2S_P2_202401_42,0.863978066,0.195121951,3.366693087,0.487804878,1.646109988,1.317073171,0.350754936,13.07233751,0.414194946,0.048780488,2.229888578,1.918188664,3.032777907,0.0,0.0,0.0,0.195121951,0.989909046,0,0,0.0,0.459434874,0.745465916,0.263858093,0.292682927,0.419851311,0.0,2.197904302,0.0,0.257661038,0.048780488,0.253193961,0.048780488,0.0,0.0,0.0,0.933481153,63.95017028,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,2,OC,90033,17881,202401
OCDA_BA2S_P3_202101_42,0.894736842,0.894736842,5.368421053,0.526315789,2.052631579,1.894736842,0.263157895,12.94736842,0.052631579,0.0,2.210526316,1.736842105,4.315789474,0.0,0.0,0.157894737,0.052631579,0.578947368,0,0,0.0,0.473684211,2.789473684,0.105263158,0.210526316,0.157894737,0.105263158,1.736842105,0.0,0.368421053,0.105263158,0.157894737,0.526315789,0.0,0.0,0.0,0.526315789,58.78947368,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,3,OC,84191,17881,202101
OCDA_BA2S_P3_202201_42,1.15,2.0,5.6,0.15,2.5,0.65,0.9,7.45,0.1,0.15,2.05,2.0,4.9,0.0,0.25,0.0,0.05,1.7,0,0,0.0,1.7,1.5,0.6,0.35,0.35,0.0,3.05,0.0,0.05,0.0,0.15,0.5,0.0,0.05,0.0,0.65,59.45,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,3,OC,84964,17881,202201
OCDA_BA2S_P3_202301_42,0.857142857,0.714285714,3.238095238,0.19047619,1.761904762,0.761904762,0.095238095,9.428571429,0.333333333,0.0,0.666666667,2.19047619,2.333333333,0.0,0.047619048,0.0,0.095238095,0.80952381,0,0,0.0,0.952380952,1.095238095,0.428571429,0.047619048,0.571428571,0.0,2.523809524,0.0,0.095238095,0.047619048,0.095238095,0.952380952,0.095238095,0.047619048,0.0,0.571428571,68.95238095,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,3,OC,86311,17881,202301
OCDA_BA2S_P3_202401_42,0.820512821,0.41025641,2.974358974,0.512820513,0.256410256,2.820512821,0.769230769,10.66666667,0.358974359,0.051282051,2.0,2.256410256,2.923076923,0.0,0.461538462,0.307692308,0.102564103,1.282051282,0,0,0.0,0.871794872,0.871794872,0.256410256,0.256410256,0.564102564,0.051282051,0.923076923,0.0,0.0,0.0,0.051282051,0.41025641,0.051282051,0.051282051,0.0,1.179487179,65.48717949,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,3,OC,90034,17881,202401
OCDA_BA2S_P4_202101_42,1.15,1.2,2.45,0.65,1.7,1.5,0.4,7.65,0.05,0.05,4.0,1.0,6.25,0.05,0.1,0.15,0.15,3.1,0,0,0.0,0.45,2.2,0.05,0.2,0.25,0.05,0.85,0.0,0.2,0.05,0.65,1.25,0.0,0.15,0.0,0.55,61.5,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,4,OC,84192,17881,202101
OCDA_BA2S_P4_202201_42,0.714285714,1.476190476,4.571428571,0.523809524,2.571428571,0.523809524,1.095238095,7.857142857,0.238095238,0.142857143,4.238095238,1.428571429,3.904761905,0.0,0.047619048,0.095238095,0.047619048,2.714285714,0,0,0.0,0.619047619,1.19047619,0.142857143,0.285714286,0.0,0.0,2.428571429,0.0,0.142857143,0.047619048,0.19047619,0.476190476,0.095238095,0.238095238,0.0,0.714285714,61.23809524,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,4,OC,84965,17881,202201
OCDA_BA2S_P4_202301_42,0.975609756,1.073170732,2.926829268,0.097560976,0.487804878,0.243902439,1.219512195,5.658536585,0.292682927,0.195121951,2.048780488,2.243902439,2.585365854,0.0,0.097560976,0.097560976,0.0,1.707317073,0,0,0.0,0.390243902,0.780487805,0.195121951,0.048780488,0.682926829,0.048780488,2.048780488,0.0,0.097560976,0.0,0.048780488,0.682926829,0.048780488,0.048780488,0.0,0.146341463,72.7804878,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,4,OC,86312,17881,202301
OCDA_BA2S_P4_202401_42,1.818181818,1.545454545,3.363636364,0.454545455,1.090909091,2.636363636,2.090909091,5.454545455,0.272727273,0.090909091,1.909090909,2.636363636,3.363636364,0.0,0.0,0.0,0.090909091,2.0,0,0,0.0,1.090909091,2.181818182,0.181818182,0.454545455,0.727272727,0.090909091,1.636363636,0.0,0.090909091,0.090909091,0.0,0.545454545,0.272727273,0.0,0.0,0.545454545,63.27272727,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,BA2,BA,S,-18.81656398,147.6439099,4,OC,90035,17881,202401
OCDA_FL1D_P1_202101_42,1.073170732,0.536585366,0.731707317,0.097560976,0.243902439,0.292682927,0.048780488,3.414634146,0.146341463,0.0,1.365853659,1.756097561,2.87804878,0.0,0.048780488,0.097560976,0.097560976,27.31707317,0,0,0.0,0.292682927,1.804878049,0.146341463,0.0,0.731707317,0.048780488,2.341463415,0.048780488,0.0,0.0,0.097560976,1.902439024,0.146341463,0.146341463,0.0,0.195121951,51.95121951,2021-01-01T10:00:00+0000,2021,OCDA,OCDA,FL1,FL,D,-18.81656398,147.6439099,1,OC,84193,17881,202101
OCDA_FL1D_P1_202201_42,0.857142857,1.0,1.142857143,0.047619048,0.047619048,0.380952381,0.238095238,3.285714286,0.238095238,0.047619048,0.80952381,2.095238095,2.714285714,0.0,0.095238095,0.095238095,0.095238095,12.42857143,0,0,0.0,0.428571429,1.285714286,0.523809524,0.047619048,1.285714286,0.047619048,2.80952381,0.0,0.047619048,0.0,0.047619048,2.904761905,0.047619048,0.0,0.0,0.380952381,64.52380952,2022-01-01T10:00:00+0000,2022,OCDA,OCDA,FL1,FL,D,-18.81656398,147.6439099,1,OC,84966,17881,202201
OCDA_FL1D_P1_202301_42,0.333333333,0.238095238,0.619047619,0.0,0.047619048,0.619047619,0.714285714,3.333333333,0.095238095,0.0,0.714285714,1.857142857,1.523809524,0.0,0.285714286,0.380952381,0.047619048,15.14285714,0,0,0.0,0.428571429,0.904761905,0.238095238,0.142857143,0.714285714,0.095238095,1.761904762,0.0,0.0,0.047619048,0.0,1.380952381,0.0,0.047619048,0.0,0.095238095,68.19047619,2023-01-01T10:00:00+0000,2023,OCDA,OCDA,FL1,FL,D,-18.81656398,147.6439099,1,OC,86313,17881,202301
OCDA_FL1D_P1_202401_42,0.238095238,0.19047619,0.238095238,0.142857143,0.19047619,0.523809524,0.476190476,3.476190476,0.095238095,0.0,1.666666667,1.476190476,2.285714286,0.0,0.0,0.238095238,0.19047619,19.57142857,0,0,0.0,0.476190476,1.952380952,0.095238095,0.238095238,0.904761905,0.0,1.952380952,0.0,0.0,0.047619048,0.380952381,2.952380952,0.142857143,0.0,0.0,0.238095238,59.61904762,2024-01-01T10:00:00+0000,2024,OCDA,OCDA,FL1,FL,D,-18.81656398,147.6439099,1,OC,90036,17881,202401
