Year,Location,Site,Percent_Cover
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,LTER 2,11.928571428571429
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,LTER 2,11.942857142857141
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,LTER 2,6.585714285714286
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,LTER 2,6.642857142857143
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,LTER 2,5.428571428571429
2007,LTER 2 Fringing Reef Coral Transect Pole 2-3 Quadrat 8,LTER 2,0.3
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,LTER 2,0.2285714285714286
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,LTER 2,2.942857142857143
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,LTER 2,7.742857142857143
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,LTER 2,13.542857142857143
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,LTER 2,12.471428571428572
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,LTER 2,2.1714285714285713
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,LTER 2,0.2285714285714286
2007,LTER 2 Fringing Reef Coral Transect Pole 3-4 Quadrat 8,LTER 2,5.871428571428572
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,LTER 2,0.07142857142857142
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,LTER 2,0.07142857142857142
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,LTER 2,9.62857142857143
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,LTER 2,10.328571428571427
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,LTER 2,0.07142857142857142
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,LTER 2,2.4857142857142853
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,LTER 2,1.0857142857142859
2007,LTER 2 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,LTER 2,14.200000000000001
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 1,LTER 2,13.114285714285714
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,LTER 2,9.985714285714286
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,LTER 2,2.8000000000000003
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,LTER 2,0.6857142857142857
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,LTER 2,0.37142857142857144
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,LTER 2,1.6285714285714286
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,LTER 2,1.4857142857142858
2007,LTER 2 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,LTER 2,1.3857142857142857
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,LTER 2,4.4399999999999995
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,LTER 2,9.08
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,LTER 2,5.5600000000000005
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,LTER 2,7.519999999999999
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,LTER 2,5.0200000000000005
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,LTER 2,7.26
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,LTER 2,2.7600000000000002
2007,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,LTER 2,2.54
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,LTER 2,4.84
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,LTER 2,7.719999999999999
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,LTER 2,2.2800000000000002
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,LTER 2,0.96
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,LTER 2,0.24
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 2,5.640000000000001
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 2,2.72
2007,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 2,2.52
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 2,9.64
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 2,1.8199999999999998
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 2,1.3800000000000001
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 2,0.0
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 2,0.86
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 2,4.4399999999999995
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,LTER 2,9.64
2007,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,LTER 2,4.5600000000000005
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 2,1.72
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,LTER 2,2.96
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,LTER 2,0.0
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,LTER 2,0.0
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,LTER 2,2.9
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,LTER 2,1.0799999999999998
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,LTER 2,4.82
2007,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,LTER 2,5.779999999999999
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,LTER 2,2.12
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,LTER 2,3.96
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,LTER 2,0.6199999999999999
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,LTER 2,1.22
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,LTER 2,5.779999999999999
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,LTER 2,3.9200000000000004
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,LTER 2,3.3599999999999994
2007,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,LTER 2,3.4799999999999995
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 1,LTER 2,3.34
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 2,LTER 2,6.36
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 3,LTER 2,0.42000000000000004
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 4,LTER 2,0.6
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 6,LTER 2,2.6399999999999997
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 7,LTER 2,3.3200000000000003
2007,LTER 2 Outer 17 m Coral Transect Pole 1-2 Quadrat 8,LTER 2,4.279999999999999
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 1,LTER 2,13.88
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 2,LTER 2,14.16
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 3,LTER 2,1.44
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 4,LTER 2,0.82
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,LTER 2,0.2
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,LTER 2,2.16
2007,LTER 2 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,LTER 2,0.3
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,LTER 2,6.16
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,LTER 2,6.12
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 6,LTER 2,2.2399999999999998
2007,LTER 2 Outer 17 m Coral Transect Pole 3-4 Quadrat 7,LTER 2,2.1399999999999997
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 1,LTER 2,2.12
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,LTER 2,10.7
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,LTER 2,6.7
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 4,LTER 2,10.1
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 5,LTER 2,5.82
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,LTER 2,1.24
2007,LTER 2 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,LTER 2,3.38
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,LTER 2,0.0
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,LTER 2,3.06
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,LTER 2,3.6
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,LTER 2,4.12
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,LTER 2,0.52
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,LTER 2,3.5200000000000005
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 7,LTER 2,1.0
2007,LTER 2 Outer 17 m Coral Transect Pole 5-6 Quadrat 8,LTER 2,3.7399999999999998
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 1,LTER 3,4.271428571428571
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 2,LTER 3,5.857142857142857
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 3,LTER 3,0.8571428571428571
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 4,LTER 3,1.1285714285714286
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 5,LTER 3,0.38571428571428573
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 6,LTER 3,0.38571428571428573
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 7,LTER 3,1.4428571428571428
2007,LTER 3 Fringing Reef Coral Transect Pole 1-2 Quadrat 8,LTER 3,2.442857142857143
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 1,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 2,LTER 3,0.3
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,LTER 3,0.14285714285714285
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,LTER 3,0.6
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,LTER 3,0.6714285714285715
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,LTER 3,0.15714285714285717
2007,LTER 3 Fringing Reef Coral Transect Pole 2-3 Quadrat 8,LTER 3,3.957142857142857
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,LTER 3,2.3285714285714287
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,LTER 3,1.0571428571428572
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,LTER 3,1.842857142857143
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,LTER 3,0.07142857142857142
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,LTER 3,0.07142857142857142
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,LTER 3,0.14285714285714285
2007,LTER 3 Fringing Reef Coral Transect Pole 3-4 Quadrat 8,LTER 3,1.8285714285714285
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,LTER 3,0.7714285714285715
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,LTER 3,0.2285714285714286
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,LTER 3,0.21428571428571427
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,LTER 3,1.1142857142857143
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,LTER 3,4.8428571428571425
2007,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,LTER 3,5.8428571428571425
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 1,LTER 3,0.37142857142857144
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,LTER 3,1.1428571428571428
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,LTER 3,1.4142857142857144
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,LTER 3,0.0
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,LTER 3,1.4000000000000001
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,LTER 3,3.6571428571428575
2007,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,LTER 3,1.3
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,LTER 3,3.4
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,LTER 3,5.3
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,LTER 3,9.74
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,LTER 3,2.8600000000000003
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,LTER 3,3.7
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,LTER 3,1.1
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,LTER 3,4.9
2007,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,LTER 3,1.7399999999999998
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,LTER 3,6.36
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,LTER 3,4.6
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,LTER 3,1.7200000000000002
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,LTER 3,2.36
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,LTER 3,9.38
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 3,4.66
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 3,8.879999999999999
2007,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 3,10.4
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 3,3.3400000000000007
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 3,6.3
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 3,8.040000000000001
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 3,2.2399999999999998
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 3,8.280000000000001
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 3,6.459999999999999
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,LTER 3,2.14
2007,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,LTER 3,3.02
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 3,5.9399999999999995
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,LTER 3,6.3
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,LTER 3,3.34
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,LTER 3,11.42
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,LTER 3,5.9399999999999995
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,LTER 3,6.780000000000001
2007,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,LTER 3,2.7399999999999998
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,LTER 3,4.9799999999999995
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,LTER 3,5.5200000000000005
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,LTER 3,9.92
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,LTER 3,7.1800000000000015
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,LTER 3,5.180000000000001
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,LTER 3,3.16
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,LTER 3,5.9399999999999995
2007,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,LTER 3,4.9
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 1,LTER 3,3.34
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 3,LTER 3,2.16
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 4,LTER 3,1.9
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 5,LTER 3,1.9600000000000002
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 7,LTER 3,1.64
2007,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 8,LTER 3,1.1
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 1,LTER 3,9.84
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 2,LTER 3,9.14
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 3,LTER 3,0.82
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 4,LTER 3,1.06
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,LTER 3,6.0600000000000005
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,LTER 3,3.7
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,LTER 3,1.7399999999999998
2007,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,LTER 3,2.3
2007,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,LTER 3,5.0600000000000005
2007,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,LTER 3,6.56
2007,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,LTER 3,8.84
2007,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,LTER 3,5.7
2007,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,LTER 3,4.34
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 1,LTER 3,2.7199999999999998
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,LTER 3,1.94
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,LTER 3,0.3
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 4,LTER 3,4.2
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 5,LTER 3,6.8
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,LTER 3,3.9
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,LTER 3,1.8
2007,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,LTER 3,3.5799999999999996
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,LTER 3,11.459999999999999
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,LTER 3,2.44
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,LTER 3,1.6
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,LTER 3,1.0
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,LTER 3,0.6
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,LTER 3,4.2
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 7,LTER 3,6.840000000000001
2007,LTER 3 Outer 17 m Coral Transect Pole 5-6 Quadrat 8,LTER 3,1.64
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 1,LTER 4,4.142857142857143
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 2,LTER 4,4.485714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 3,LTER 4,2.1285714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 4,LTER 4,3.7142857142857144
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 5,LTER 4,1.342857142857143
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 6,LTER 4,4.614285714285714
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 7,LTER 4,3.557142857142857
2007,LTER 4 Fringing Reef Coral Transect Pole 1-2 Quadrat 8,LTER 4,0.7428571428571429
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 1,LTER 4,4.557142857142857
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 2,LTER 4,3.0571428571428574
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,LTER 4,4.814285714285715
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,LTER 4,5.814285714285715
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,LTER 4,3.2857142857142856
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,LTER 4,4.085714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,LTER 4,2.8000000000000003
2007,LTER 4 Fringing Reef Coral Transect Pole 2-3 Quadrat 8,LTER 4,3.0714285714285716
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,LTER 4,7.028571428571429
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,LTER 4,3.6999999999999997
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,LTER 4,3.6142857142857143
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,LTER 4,4.6571428571428575
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,LTER 4,6.042857142857143
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,LTER 4,3.8714285714285714
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,LTER 4,0.41428571428571426
2007,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 8,LTER 4,8.114285714285716
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,LTER 4,4.971428571428571
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,LTER 4,4.985714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,LTER 4,9.357142857142858
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,LTER 4,1.6285714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,LTER 4,4.571428571428571
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,LTER 4,0.15714285714285717
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,LTER 4,3.1142857142857143
2007,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,LTER 4,2.857142857142857
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 1,LTER 4,2.7142857142857144
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,LTER 4,0.21428571428571427
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,LTER 4,0.5285714285714286
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,LTER 4,7.1000000000000005
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,LTER 4,0.9714285714285714
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,LTER 4,4.714285714285714
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,LTER 4,3.528571428571429
2007,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,LTER 4,3.7857142857142856
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,LTER 4,3.7399999999999998
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,LTER 4,8.68
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,LTER 4,8.78
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,LTER 4,5.0
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,LTER 4,8.3
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,LTER 4,7.18
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,LTER 4,8.879999999999999
2007,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,LTER 4,8.940000000000001
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,LTER 4,9.52
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,LTER 4,4.4399999999999995
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,LTER 4,4.2
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,LTER 4,4.54
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 4,2.48
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 4,10.5
2007,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 4,5.66
